data,produto,categoria,regiao,canal_venda,quantidade,preco_unitario,desconto_percentual,receita_bruta,receita_liquida
2023-07-01,Notebook,Eletrônicos,Norte,Marketplace,5,3500,0.0,17500,17500.0
2023-12-09,Mouse,Eletrônicos,Centro-Oeste,Online,1,120,0.1,120,108.0
2023-02-24,Curso Online,Educação,Sudeste,Marketplace,2,500,0.15,1000,850.0
2023-02-23,Teclado,Eletrônicos,Nordeste,Online,2,250,0.0,500,500.0
2023-05-30,Webcam,Eletrônicos,Centro-Oeste,Marketplace,8,420,0.15,3360,2856.0
2023-02-20,Teclado,Eletrônicos,Sul,Online,6,250,0.05,1500,1425.0
2023-04-14,Armário,Móveis,Sul,Loja Física,7,1800,0.0,12600,12600.0
2023-06-24,Smartphone,Eletrônicos,Nordeste,Loja Física,3,2800,0.0,8400,8400.0
2023-08-01,Cadeira Gamer,Móveis,Norte,Loja Física,4,950,0.0,3800,3800.0
2023-04-27,Teclado,Eletrônicos,Centro-Oeste,Loja Física,7,250,0.1,1750,1575.0
2023-09-22,Fone Bluetooth,Eletrônicos,Centro-Oeste,Online,6,350,0.0,2100,2100.0
2023-01-06,Webcam,Eletrônicos,Nordeste,Loja Física,2,420,0.0,840,840.0
2023-07-25,Teclado,Eletrônicos,Centro-Oeste,Online,7,250,0.0,1750,1750.0
2023-12-05,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,3,350,0.15,1050,892.5
2023-12-05,Livro Técnico,Livros,Centro-Oeste,Marketplace,5,200,0.1,1000,900.0
2023-12-25,Livro Técnico,Livros,Nordeste,Online,5,200,0.05,1000,950.0
2023-05-24,Livro Técnico,Livros,Centro-Oeste,Marketplace,3,200,0.1,600,540.0
2023-04-16,Livro Técnico,Livros,Centro-Oeste,Online,8,200,0.05,1600,1520.0
2023-06-04,Mouse,Eletrônicos,Nordeste,Loja Física,1,120,0.15,120,102.0
2023-03-06,Livro Técnico,Livros,Sudeste,Marketplace,5,200,0.0,1000,1000.0
2023-10-10,Smartphone,Eletrônicos,Sudeste,Online,6,2800,0.0,16800,16800.0
2023-10-04,Curso Online,Educação,Nordeste,Marketplace,5,500,0.0,2500,2500.0
2023-08-05,Livro Técnico,Livros,Nordeste,Loja Física,2,200,0.0,400,400.0
2023-11-18,Livro Técnico,Livros,Sudeste,Marketplace,6,200,0.0,1200,1200.0
2023-03-05,Armário,Móveis,Sudeste,Loja Física,5,1800,0.15,9000,7650.0
2023-06-23,Monitor,Eletrônicos,Nordeste,Loja Física,4,1100,0.05,4400,4180.0
2023-12-08,Webcam,Eletrônicos,Norte,Marketplace,3,420,0.1,1260,1134.0
2023-05-07,Mouse,Eletrônicos,Norte,Online,6,120,0.15,720,612.0
2023-07-04,Armário,Móveis,Centro-Oeste,Loja Física,2,1800,0.0,3600,3600.0
2023-02-11,Mouse,Eletrônicos,Sul,Loja Física,1,120,0.1,120,108.0
2023-04-20,Armário,Móveis,Norte,Loja Física,2,1800,0.05,3600,3420.0
2023-10-29,Livro Técnico,Livros,Norte,Loja Física,7,200,0.05,1400,1330.0
2023-11-22,Mesa Escritório,Móveis,Centro-Oeste,Online,8,1400,0.1,11200,10080.0
2023-03-15,Livro Técnico,Livros,Centro-Oeste,Online,3,200,0.1,600,540.0
2023-12-27,Livro Técnico,Livros,Centro-Oeste,Loja Física,2,200,0.0,400,400.0
2023-01-17,Webcam,Eletrônicos,Nordeste,Online,3,420,0.15,1260,1071.0
2023-11-05,Mesa Escritório,Móveis,Nordeste,Marketplace,2,1400,0.0,2800,2800.0
2023-05-29,Notebook,Eletrônicos,Nordeste,Loja Física,3,3500,0.0,10500,10500.0
2023-07-11,Smartphone,Eletrônicos,Sudeste,Online,5,2800,0.1,14000,12600.0
2023-03-14,Curso Online,Educação,Nordeste,Loja Física,7,500,0.0,3500,3500.0
2023-04-21,Teclado,Eletrônicos,Sudeste,Marketplace,8,250,0.0,2000,2000.0
2023-06-28,Mouse,Eletrônicos,Centro-Oeste,Marketplace,1,120,0.1,120,108.0
2023-06-08,Curso Online,Educação,Centro-Oeste,Loja Física,8,500,0.05,4000,3800.0
2023-11-07,Teclado,Eletrônicos,Centro-Oeste,Loja Física,3,250,0.15,750,637.5
2023-12-08,Armário,Móveis,Sudeste,Marketplace,3,1800,0.05,5400,5130.0
2023-12-07,Curso Online,Educação,Sul,Loja Física,7,500,0.1,3500,3150.0
2023-06-23,Livro Técnico,Livros,Nordeste,Marketplace,1,200,0.1,200,180.0
2023-02-15,Teclado,Eletrônicos,Nordeste,Marketplace,1,250,0.15,250,212.5
2023-11-27,Mouse,Eletrônicos,Norte,Marketplace,2,120,0.0,240,240.0
2023-10-23,Notebook,Eletrônicos,Norte,Online,4,3500,0.1,14000,12600.0
2023-03-03,Fone Bluetooth,Eletrônicos,Nordeste,Online,3,350,0.0,1050,1050.0
2023-05-06,Webcam,Eletrônicos,Norte,Marketplace,8,420,0.0,3360,3360.0
2023-06-14,Mesa Escritório,Móveis,Sudeste,Loja Física,1,1400,0.1,1400,1260.0
2023-08-12,Teclado,Eletrônicos,Norte,Loja Física,7,250,0.0,1750,1750.0
2023-07-15,Smartphone,Eletrônicos,Sudeste,Marketplace,2,2800,0.0,5600,5600.0
2023-03-28,Smartphone,Eletrônicos,Nordeste,Online,3,2800,0.0,8400,8400.0
2023-03-20,Smartphone,Eletrônicos,Sudeste,Marketplace,7,2800,0.0,19600,19600.0
2023-06-16,Teclado,Eletrônicos,Nordeste,Loja Física,1,250,0.0,250,250.0
2023-02-20,Cadeira Gamer,Móveis,Nordeste,Loja Física,3,950,0.1,2850,2565.0
2023-07-12,Mouse,Eletrônicos,Sul,Marketplace,1,120,0.0,120,120.0
2023-10-28,Monitor,Eletrônicos,Norte,Loja Física,8,1100,0.15,8800,7480.0
2023-02-28,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,1,2800,0.05,2800,2660.0
2023-07-28,Mouse,Eletrônicos,Centro-Oeste,Marketplace,8,120,0.0,960,960.0
2023-04-30,Notebook,Eletrônicos,Norte,Marketplace,5,3500,0.15,17500,14875.0
2023-02-21,Monitor,Eletrônicos,Norte,Loja Física,3,1100,0.05,3300,3135.0
2023-08-17,Mouse,Eletrônicos,Nordeste,Marketplace,4,120,0.0,480,480.0
2023-03-28,Monitor,Eletrônicos,Centro-Oeste,Online,7,1100,0.15,7700,6545.0
2023-01-01,Armário,Móveis,Sudeste,Online,5,1800,0.0,9000,9000.0
2023-09-04,Smartphone,Eletrônicos,Nordeste,Marketplace,5,2800,0.1,14000,12600.0
2023-04-19,Curso Online,Educação,Sul,Marketplace,5,500,0.0,2500,2500.0
2023-10-01,Curso Online,Educação,Sudeste,Loja Física,2,500,0.05,1000,950.0
2023-12-24,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.15,360,306.0
2023-04-18,Curso Online,Educação,Nordeste,Marketplace,6,500,0.05,3000,2850.0
2023-08-20,Smartphone,Eletrônicos,Nordeste,Online,4,2800,0.05,11200,10640.0
2023-08-24,Curso Online,Educação,Sul,Marketplace,6,500,0.0,3000,3000.0
2023-01-02,Curso Online,Educação,Sudeste,Marketplace,8,500,0.0,4000,4000.0
2023-03-30,Mesa Escritório,Móveis,Norte,Online,8,1400,0.1,11200,10080.0
2023-11-29,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,2,350,0.15,700,595.0
2023-08-16,Fone Bluetooth,Eletrônicos,Centro-Oeste,Marketplace,2,350,0.05,700,665.0
2023-07-03,Mesa Escritório,Móveis,Sudeste,Loja Física,3,1400,0.0,4200,4200.0
2023-07-09,Monitor,Eletrônicos,Sul,Marketplace,8,1100,0.0,8800,8800.0
2023-01-11,Smartphone,Eletrônicos,Sudeste,Marketplace,6,2800,0.0,16800,16800.0
2023-11-17,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,4,2800,0.0,11200,11200.0
2023-01-19,Smartphone,Eletrônicos,Sul,Online,8,2800,0.15,22400,19040.0
2023-04-11,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,7,350,0.0,2450,2450.0
2023-09-14,Armário,Móveis,Sul,Marketplace,3,1800,0.15,5400,4590.0
2023-10-17,Fone Bluetooth,Eletrônicos,Norte,Online,3,350,0.0,1050,1050.0
2023-02-03,Teclado,Eletrônicos,Sul,Marketplace,5,250,0.15,1250,1062.5
2023-05-21,Monitor,Eletrônicos,Norte,Loja Física,1,1100,0.15,1100,935.0
2023-12-15,Livro Técnico,Livros,Centro-Oeste,Marketplace,8,200,0.0,1600,1600.0
2023-12-11,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,1,350,0.05,350,332.5
2023-05-21,Mouse,Eletrônicos,Nordeste,Marketplace,8,120,0.1,960,864.0
2023-01-23,Webcam,Eletrônicos,Nordeste,Loja Física,4,420,0.0,1680,1680.0
2023-09-30,Armário,Móveis,Centro-Oeste,Online,6,1800,0.0,10800,10800.0
2023-06-21,Mouse,Eletrônicos,Centro-Oeste,Online,1,120,0.0,120,120.0
2023-05-08,Monitor,Eletrônicos,Nordeste,Online,3,1100,0.05,3300,3135.0
2023-11-17,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,2,350,0.0,700,700.0
2023-01-13,Curso Online,Educação,Sul,Online,6,500,0.05,3000,2850.0
2023-08-31,Monitor,Eletrônicos,Nordeste,Marketplace,6,1100,0.0,6600,6600.0
2023-05-02,Mouse,Eletrônicos,Centro-Oeste,Marketplace,8,120,0.0,960,960.0
2023-03-05,Mouse,Eletrônicos,Centro-Oeste,Loja Física,1,120,0.0,120,120.0
2023-12-22,Mouse,Eletrônicos,Centro-Oeste,Online,3,120,0.0,360,360.0
2023-06-04,Curso Online,Educação,Sudeste,Marketplace,7,500,0.0,3500,3500.0
2023-01-29,Livro Técnico,Livros,Centro-Oeste,Loja Física,1,200,0.05,200,190.0
2023-02-19,Curso Online,Educação,Norte,Marketplace,7,500,0.0,3500,3500.0
2023-11-16,Notebook,Eletrônicos,Centro-Oeste,Loja Física,8,3500,0.1,28000,25200.0
2023-11-14,Curso Online,Educação,Sudeste,Loja Física,2,500,0.05,1000,950.0
2023-09-22,Cadeira Gamer,Móveis,Sudeste,Online,4,950,0.0,3800,3800.0
2023-11-01,Webcam,Eletrônicos,Sul,Marketplace,2,420,0.15,840,714.0
2023-03-06,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,5,350,0.05,1750,1662.5
2023-11-14,Armário,Móveis,Sul,Online,3,1800,0.0,5400,5400.0
2023-01-31,Teclado,Eletrônicos,Centro-Oeste,Marketplace,5,250,0.15,1250,1062.5
2023-11-30,Cadeira Gamer,Móveis,Norte,Online,5,950,0.15,4750,4037.5
2023-03-17,Armário,Móveis,Nordeste,Loja Física,5,1800,0.15,9000,7650.0
2023-07-08,Notebook,Eletrônicos,Sul,Marketplace,3,3500,0.0,10500,10500.0
2023-10-14,Notebook,Eletrônicos,Sul,Online,7,3500,0.05,24500,23275.0
2023-11-24,Monitor,Eletrônicos,Sul,Marketplace,2,1100,0.05,2200,2090.0
2023-09-01,Webcam,Eletrônicos,Nordeste,Marketplace,8,420,0.15,3360,2856.0
2023-10-17,Cadeira Gamer,Móveis,Nordeste,Online,5,950,0.1,4750,4275.0
2023-02-23,Armário,Móveis,Sul,Online,1,1800,0.1,1800,1620.0
2023-11-24,Monitor,Eletrônicos,Norte,Online,4,1100,0.1,4400,3960.0
2023-05-03,Armário,Móveis,Sul,Loja Física,6,1800,0.1,10800,9720.0
2023-04-05,Notebook,Eletrônicos,Sudeste,Loja Física,6,3500,0.0,21000,21000.0
2023-01-16,Livro Técnico,Livros,Nordeste,Loja Física,2,200,0.0,400,400.0
2023-04-10,Fone Bluetooth,Eletrônicos,Sudeste,Online,6,350,0.0,2100,2100.0
2023-04-12,Smartphone,Eletrônicos,Nordeste,Marketplace,3,2800,0.0,8400,8400.0
2023-03-31,Cadeira Gamer,Móveis,Sul,Online,4,950,0.0,3800,3800.0
2023-04-01,Smartphone,Eletrônicos,Sul,Loja Física,2,2800,0.0,5600,5600.0
2023-12-02,Mouse,Eletrônicos,Nordeste,Loja Física,6,120,0.0,720,720.0
2023-05-03,Cadeira Gamer,Móveis,Norte,Marketplace,6,950,0.0,5700,5700.0
2023-08-11,Webcam,Eletrônicos,Sul,Online,2,420,0.0,840,840.0
2023-04-08,Monitor,Eletrônicos,Nordeste,Marketplace,7,1100,0.05,7700,7315.0
2023-08-08,Fone Bluetooth,Eletrônicos,Norte,Marketplace,4,350,0.0,1400,1400.0
2023-04-07,Livro Técnico,Livros,Nordeste,Online,5,200,0.0,1000,1000.0
2023-01-28,Fone Bluetooth,Eletrônicos,Norte,Marketplace,5,350,0.0,1750,1750.0
2023-09-08,Monitor,Eletrônicos,Norte,Online,2,1100,0.1,2200,1980.0
2023-03-27,Livro Técnico,Livros,Nordeste,Loja Física,7,200,0.15,1400,1190.0
2023-09-23,Armário,Móveis,Nordeste,Marketplace,3,1800,0.05,5400,5130.0
2023-12-22,Armário,Móveis,Nordeste,Marketplace,8,1800,0.1,14400,12960.0
2023-07-25,Fone Bluetooth,Eletrônicos,Sul,Online,1,350,0.0,350,350.0
2023-08-20,Monitor,Eletrônicos,Nordeste,Loja Física,7,1100,0.0,7700,7700.0
2023-07-13,Curso Online,Educação,Nordeste,Marketplace,3,500,0.05,1500,1425.0
2023-02-13,Teclado,Eletrônicos,Centro-Oeste,Marketplace,2,250,0.05,500,475.0
2023-06-30,Monitor,Eletrônicos,Norte,Marketplace,1,1100,0.1,1100,990.0
2023-06-22,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,8,1400,0.1,11200,10080.0
2023-07-08,Armário,Móveis,Centro-Oeste,Online,6,1800,0.05,10800,10260.0
2023-04-02,Armário,Móveis,Sudeste,Loja Física,4,1800,0.05,7200,6840.0
2023-02-12,Smartphone,Eletrônicos,Sul,Online,2,2800,0.05,5600,5320.0
2023-03-02,Mouse,Eletrônicos,Norte,Online,6,120,0.0,720,720.0
2023-06-20,Monitor,Eletrônicos,Nordeste,Marketplace,6,1100,0.05,6600,6270.0
2023-12-16,Smartphone,Eletrônicos,Sul,Marketplace,4,2800,0.15,11200,9520.0
2023-10-06,Smartphone,Eletrônicos,Nordeste,Loja Física,1,2800,0.05,2800,2660.0
2023-07-26,Mesa Escritório,Móveis,Norte,Online,1,1400,0.1,1400,1260.0
2023-07-23,Monitor,Eletrônicos,Centro-Oeste,Online,4,1100,0.0,4400,4400.0
2023-09-22,Curso Online,Educação,Nordeste,Online,8,500,0.1,4000,3600.0
2023-06-10,Monitor,Eletrônicos,Sul,Loja Física,7,1100,0.1,7700,6930.0
2023-08-19,Livro Técnico,Livros,Sul,Marketplace,1,200,0.05,200,190.0
2023-03-07,Smartphone,Eletrônicos,Nordeste,Loja Física,1,2800,0.1,2800,2520.0
2023-04-26,Mesa Escritório,Móveis,Norte,Loja Física,7,1400,0.1,9800,8820.0
2023-06-16,Curso Online,Educação,Sudeste,Online,1,500,0.15,500,425.0
2023-03-20,Cadeira Gamer,Móveis,Sul,Loja Física,7,950,0.1,6650,5985.0
2023-02-02,Livro Técnico,Livros,Centro-Oeste,Online,7,200,0.0,1400,1400.0
2023-06-18,Curso Online,Educação,Sudeste,Online,8,500,0.05,4000,3800.0
2023-02-23,Fone Bluetooth,Eletrônicos,Norte,Loja Física,3,350,0.0,1050,1050.0
2023-01-14,Teclado,Eletrônicos,Centro-Oeste,Loja Física,4,250,0.0,1000,1000.0
2023-04-16,Monitor,Eletrônicos,Sudeste,Loja Física,5,1100,0.15,5500,4675.0
2023-01-30,Cadeira Gamer,Móveis,Nordeste,Loja Física,1,950,0.0,950,950.0
2023-07-20,Teclado,Eletrônicos,Norte,Loja Física,2,250,0.0,500,500.0
2023-09-02,Webcam,Eletrônicos,Sul,Online,2,420,0.1,840,756.0
2023-04-16,Smartphone,Eletrônicos,Sul,Marketplace,7,2800,0.1,19600,17640.0
2023-10-22,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,4,2800,0.15,11200,9520.0
2023-04-14,Notebook,Eletrônicos,Sudeste,Loja Física,3,3500,0.1,10500,9450.0
2023-11-06,Monitor,Eletrônicos,Centro-Oeste,Loja Física,6,1100,0.15,6600,5610.0
2023-08-25,Curso Online,Educação,Nordeste,Marketplace,1,500,0.0,500,500.0
2023-08-22,Cadeira Gamer,Móveis,Norte,Online,5,950,0.1,4750,4275.0
2023-08-01,Monitor,Eletrônicos,Centro-Oeste,Loja Física,3,1100,0.15,3300,2805.0
2023-07-16,Fone Bluetooth,Eletrônicos,Sudeste,Loja Física,3,350,0.15,1050,892.5
2023-12-24,Notebook,Eletrônicos,Nordeste,Marketplace,4,3500,0.0,14000,14000.0
2023-10-03,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,2,2800,0.0,5600,5600.0
2023-10-11,Mouse,Eletrônicos,Sudeste,Marketplace,6,120,0.0,720,720.0
2023-06-16,Mesa Escritório,Móveis,Nordeste,Online,8,1400,0.0,11200,11200.0
2023-09-17,Notebook,Eletrônicos,Sudeste,Marketplace,8,3500,0.0,28000,28000.0
2023-12-22,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,8,350,0.1,2800,2520.0
2023-07-24,Monitor,Eletrônicos,Sudeste,Loja Física,7,1100,0.0,7700,7700.0
2023-02-28,Webcam,Eletrônicos,Centro-Oeste,Loja Física,3,420,0.05,1260,1197.0
2023-08-25,Mouse,Eletrônicos,Sul,Marketplace,2,120,0.15,240,204.0
2023-08-13,Teclado,Eletrônicos,Sul,Online,8,250,0.05,2000,1900.0
2023-01-10,Curso Online,Educação,Nordeste,Online,2,500,0.0,1000,1000.0
2023-10-01,Webcam,Eletrônicos,Sudeste,Marketplace,7,420,0.0,2940,2940.0
2023-01-06,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,5,350,0.0,1750,1750.0
2023-04-02,Monitor,Eletrônicos,Sul,Loja Física,1,1100,0.15,1100,935.0
2023-12-23,Notebook,Eletrônicos,Nordeste,Loja Física,2,3500,0.1,7000,6300.0
2023-01-27,Curso Online,Educação,Centro-Oeste,Online,1,500,0.0,500,500.0
2023-05-08,Cadeira Gamer,Móveis,Sudeste,Online,4,950,0.0,3800,3800.0
2023-08-04,Notebook,Eletrônicos,Sul,Marketplace,1,3500,0.05,3500,3325.0
2023-12-09,Mouse,Eletrônicos,Sul,Marketplace,4,120,0.0,480,480.0
2023-03-27,Notebook,Eletrônicos,Sudeste,Loja Física,7,3500,0.15,24500,20825.0
2023-06-15,Livro Técnico,Livros,Sul,Marketplace,4,200,0.15,800,680.0
2023-07-22,Mesa Escritório,Móveis,Sul,Online,2,1400,0.0,2800,2800.0
2023-07-02,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,3,950,0.0,2850,2850.0
2023-06-11,Notebook,Eletrônicos,Centro-Oeste,Online,7,3500,0.0,24500,24500.0
2023-02-03,Fone Bluetooth,Eletrônicos,Nordeste,Online,5,350,0.15,1750,1487.5
2023-02-04,Monitor,Eletrônicos,Norte,Loja Física,7,1100,0.05,7700,7315.0
2023-02-22,Webcam,Eletrônicos,Sudeste,Marketplace,3,420,0.05,1260,1197.0
2023-06-16,Fone Bluetooth,Eletrônicos,Nordeste,Online,7,350,0.0,2450,2450.0
2023-11-22,Webcam,Eletrônicos,Sudeste,Loja Física,6,420,0.1,2520,2268.0
2023-01-10,Curso Online,Educação,Norte,Marketplace,8,500,0.1,4000,3600.0
2023-04-30,Livro Técnico,Livros,Sudeste,Marketplace,1,200,0.0,200,200.0
2023-03-05,Smartphone,Eletrônicos,Sul,Marketplace,4,2800,0.1,11200,10080.0
2023-02-10,Notebook,Eletrônicos,Centro-Oeste,Loja Física,3,3500,0.05,10500,9975.0
2023-04-14,Teclado,Eletrônicos,Sudeste,Online,7,250,0.0,1750,1750.0
2023-11-03,Armário,Móveis,Nordeste,Loja Física,6,1800,0.0,10800,10800.0
2023-11-26,Notebook,Eletrônicos,Sudeste,Online,7,3500,0.05,24500,23275.0
2023-06-19,Cadeira Gamer,Móveis,Norte,Online,4,950,0.0,3800,3800.0
2023-12-07,Monitor,Eletrônicos,Centro-Oeste,Marketplace,4,1100,0.15,4400,3740.0
2023-06-14,Teclado,Eletrônicos,Sudeste,Loja Física,8,250,0.0,2000,2000.0
2023-02-05,Monitor,Eletrônicos,Sul,Online,1,1100,0.0,1100,1100.0
2023-02-16,Teclado,Eletrônicos,Norte,Online,4,250,0.0,1000,1000.0
2023-08-07,Webcam,Eletrônicos,Sul,Marketplace,8,420,0.05,3360,3192.0
2023-04-12,Monitor,Eletrônicos,Norte,Online,7,1100,0.0,7700,7700.0
2023-06-05,Smartphone,Eletrônicos,Nordeste,Loja Física,8,2800,0.0,22400,22400.0
2023-02-10,Cadeira Gamer,Móveis,Sul,Loja Física,7,950,0.1,6650,5985.0
2023-08-14,Mesa Escritório,Móveis,Centro-Oeste,Online,7,1400,0.0,9800,9800.0
2023-07-15,Mesa Escritório,Móveis,Norte,Marketplace,2,1400,0.05,2800,2660.0
2023-03-20,Livro Técnico,Livros,Centro-Oeste,Loja Física,3,200,0.05,600,570.0
2023-06-06,Armário,Móveis,Norte,Marketplace,5,1800,0.1,9000,8100.0
2023-09-04,Mouse,Eletrônicos,Centro-Oeste,Online,6,120,0.0,720,720.0
2023-03-21,Monitor,Eletrônicos,Norte,Marketplace,1,1100,0.0,1100,1100.0
2023-07-11,Armário,Móveis,Centro-Oeste,Marketplace,7,1800,0.1,12600,11340.0
2023-07-11,Mesa Escritório,Móveis,Norte,Online,8,1400,0.05,11200,10640.0
2023-07-29,Notebook,Eletrônicos,Norte,Online,2,3500,0.1,7000,6300.0
2023-04-10,Mesa Escritório,Móveis,Norte,Marketplace,5,1400,0.05,7000,6650.0
2023-09-08,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,6,350,0.0,2100,2100.0
2023-05-07,Monitor,Eletrônicos,Nordeste,Marketplace,8,1100,0.0,8800,8800.0
2023-12-28,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,1,350,0.0,350,350.0
2023-08-22,Fone Bluetooth,Eletrônicos,Sul,Marketplace,3,350,0.05,1050,997.5
2023-10-24,Fone Bluetooth,Eletrônicos,Sudeste,Online,3,350,0.0,1050,1050.0
2023-11-26,Webcam,Eletrônicos,Norte,Online,7,420,0.1,2940,2646.0
2023-09-23,Monitor,Eletrônicos,Centro-Oeste,Loja Física,7,1100,0.0,7700,7700.0
2023-12-21,Smartphone,Eletrônicos,Nordeste,Marketplace,7,2800,0.15,19600,16660.0
2023-07-30,Webcam,Eletrônicos,Norte,Loja Física,2,420,0.0,840,840.0
2023-03-15,Smartphone,Eletrônicos,Nordeste,Online,4,2800,0.1,11200,10080.0
2023-03-28,Armário,Móveis,Sudeste,Marketplace,1,1800,0.0,1800,1800.0
2023-08-02,Livro Técnico,Livros,Centro-Oeste,Online,7,200,0.05,1400,1330.0
2023-04-01,Cadeira Gamer,Móveis,Sul,Loja Física,3,950,0.0,2850,2850.0
2023-04-04,Livro Técnico,Livros,Norte,Online,2,200,0.1,400,360.0
2023-04-06,Monitor,Eletrônicos,Sul,Loja Física,1,1100,0.0,1100,1100.0
2023-07-29,Armário,Móveis,Sudeste,Loja Física,2,1800,0.0,3600,3600.0
2023-02-13,Mesa Escritório,Móveis,Sudeste,Loja Física,2,1400,0.05,2800,2660.0
2023-01-16,Curso Online,Educação,Centro-Oeste,Marketplace,4,500,0.1,2000,1800.0
2023-02-21,Notebook,Eletrônicos,Sudeste,Marketplace,1,3500,0.05,3500,3325.0
2023-10-26,Notebook,Eletrônicos,Norte,Online,2,3500,0.0,7000,7000.0
2023-07-12,Curso Online,Educação,Centro-Oeste,Loja Física,5,500,0.1,2500,2250.0
2023-11-06,Mesa Escritório,Móveis,Nordeste,Loja Física,6,1400,0.05,8400,7980.0
2023-05-03,Cadeira Gamer,Móveis,Norte,Online,7,950,0.1,6650,5985.0
2023-07-02,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,2,950,0.0,1900,1900.0
2023-07-25,Webcam,Eletrônicos,Norte,Online,3,420,0.0,1260,1260.0
2023-09-29,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,4,2800,0.05,11200,10640.0
2023-12-18,Fone Bluetooth,Eletrônicos,Centro-Oeste,Marketplace,8,350,0.15,2800,2380.0
2023-04-07,Notebook,Eletrônicos,Nordeste,Online,6,3500,0.0,21000,21000.0
2023-06-16,Fone Bluetooth,Eletrônicos,Norte,Loja Física,8,350,0.0,2800,2800.0
2023-07-24,Webcam,Eletrônicos,Centro-Oeste,Loja Física,2,420,0.05,840,798.0
2023-12-04,Webcam,Eletrônicos,Nordeste,Marketplace,2,420,0.1,840,756.0
2023-04-10,Webcam,Eletrônicos,Norte,Marketplace,3,420,0.15,1260,1071.0
2023-09-16,Notebook,Eletrônicos,Sudeste,Loja Física,3,3500,0.1,10500,9450.0
2023-12-11,Livro Técnico,Livros,Centro-Oeste,Online,8,200,0.0,1600,1600.0
2023-09-04,Fone Bluetooth,Eletrônicos,Sul,Online,4,350,0.0,1400,1400.0
2023-12-04,Webcam,Eletrônicos,Centro-Oeste,Marketplace,2,420,0.0,840,840.0
2023-01-15,Teclado,Eletrônicos,Nordeste,Online,6,250,0.1,1500,1350.0
2023-05-12,Fone Bluetooth,Eletrônicos,Sul,Marketplace,8,350,0.0,2800,2800.0
2023-11-21,Webcam,Eletrônicos,Nordeste,Online,8,420,0.0,3360,3360.0
2023-10-22,Curso Online,Educação,Centro-Oeste,Marketplace,2,500,0.05,1000,950.0
2023-07-15,Fone Bluetooth,Eletrônicos,Sul,Loja Física,7,350,0.0,2450,2450.0
2023-03-01,Smartphone,Eletrônicos,Sudeste,Loja Física,2,2800,0.0,5600,5600.0
2023-10-31,Monitor,Eletrônicos,Nordeste,Online,2,1100,0.15,2200,1870.0
2023-06-10,Mesa Escritório,Móveis,Sudeste,Marketplace,1,1400,0.05,1400,1330.0
2023-10-02,Monitor,Eletrônicos,Nordeste,Loja Física,7,1100,0.1,7700,6930.0
2023-12-14,Teclado,Eletrônicos,Centro-Oeste,Online,4,250,0.0,1000,1000.0
2023-10-03,Armário,Móveis,Nordeste,Online,6,1800,0.0,10800,10800.0
2023-09-13,Fone Bluetooth,Eletrônicos,Norte,Loja Física,8,350,0.0,2800,2800.0
2023-03-16,Webcam,Eletrônicos,Nordeste,Loja Física,1,420,0.15,420,357.0
2023-09-15,Webcam,Eletrônicos,Norte,Loja Física,2,420,0.05,840,798.0
2023-11-20,Monitor,Eletrônicos,Centro-Oeste,Online,8,1100,0.05,8800,8360.0
2023-06-20,Teclado,Eletrônicos,Sudeste,Online,4,250,0.0,1000,1000.0
2023-09-07,Webcam,Eletrônicos,Sul,Online,7,420,0.05,2940,2793.0
2023-10-08,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,6,1400,0.1,8400,7560.0
2023-07-20,Mesa Escritório,Móveis,Nordeste,Loja Física,2,1400,0.15,2800,2380.0
2023-12-23,Monitor,Eletrônicos,Sul,Loja Física,7,1100,0.0,7700,7700.0
2023-10-25,Notebook,Eletrônicos,Sul,Marketplace,5,3500,0.1,17500,15750.0
2023-03-12,Armário,Móveis,Sul,Online,8,1800,0.05,14400,13680.0
2023-04-22,Webcam,Eletrônicos,Nordeste,Marketplace,4,420,0.0,1680,1680.0
2023-10-22,Mouse,Eletrônicos,Centro-Oeste,Marketplace,3,120,0.1,360,324.0
2023-03-28,Notebook,Eletrônicos,Centro-Oeste,Online,2,3500,0.05,7000,6650.0
2023-01-27,Mouse,Eletrônicos,Centro-Oeste,Online,6,120,0.15,720,612.0
2023-11-18,Webcam,Eletrônicos,Sudeste,Online,7,420,0.0,2940,2940.0
